Date(DD-MM-YY), Time(24-hour),Chamber air temperature (°C),Chamber pressure(mBar), Soil temperature (°C), Chamber relative humidity (%),Soil moisture (%), Chamber Status(Open/Closed)
20-January-2021,11:28:13,5.800000000000001,1060.8,10.100000000000001,63,79,Close
20-January-2021,11:28:14,11.899999999999999,1038.5,14.600000000000001,68,75,Close
20-January-2021,11:28:15,5.699999999999999,1070.3,11.200000000000003,90,71,Close
20-January-2021,11:28:16,9.600000000000001,1081.9,11.600000000000001,81,75,Close
20-January-2021,11:28:17,13.0,1030.6,13.799999999999997,91,73,Close
20-January-2021,11:28:18,5.100000000000001,1061.5,11.399999999999999,97,73,Close
20-January-2021,11:28:19,6.0,1008.4,11.200000000000003,98,75,Close
20-January-2021,11:28:20,8.200000000000003,1006.6,11.600000000000001,67,75,Close
20-January-2021,11:28:21,14.5,1060.4,14.600000000000001,83,78,Close
20-January-2021,11:28:22,11.700000000000003,1035.6,14.399999999999999,73,77,Close
20-January-2021,11:28:23,7.399999999999999,1022.4,13.600000000000001,85,78,Close
20-January-2021,11:28:25,6.899999999999999,1031.8,11.100000000000001,69,77,Close
20-January-2021,11:28:25,5.600000000000001,1032.2,13.399999999999999,84,79,Close
20-January-2021,11:28:26,13.399999999999999,1078.3,14.299999999999997,87,75,Close
20-January-2021,11:28:27,9.299999999999997,1075.9,10.899999999999999,64,73,Close
20-January-2021,11:28:28,9.299999999999997,1075.9,10.899999999999999,64,73,Close
20-January-2021,11:28:29,6.899999999999999,1072.7,13.100000000000001,92,77,Close
20-January-2021,11:28:31,6.800000000000001,1051.8,10.799999999999997,80,76,Close
20-January-2021,11:28:32,13.0,1085.8,14.299999999999997,63,79,Close
20-January-2021,11:28:33,13.899999999999999,1039.0,11.399999999999999,92,74,Close
20-January-2021,11:28:34,6.199999999999999,1054.4,10.600000000000001,69,71,Close
20-January-2021,11:28:35,6.199999999999999,1066.7,14.700000000000003,83,79,Close
20-January-2021,11:28:36,8.799999999999997,1066.7,14.799999999999997,95,71,Close
20-January-2021,11:28:38,7.399999999999999,1066.6,14.299999999999997,93,77,Close
20-January-2021,11:28:38,11.299999999999997,1076.9,12.399999999999999,60,77,Close
20-January-2021,11:28:39,9.200000000000003,1090.5,13.600000000000001,89,71,Close
20-January-2021,11:28:40,11.399999999999999,1001.8,14.600000000000001,73,74,Close
20-January-2021,11:28:41,9.700000000000003,1028.7,14.600000000000001,70,73,Close
20-January-2021,11:28:43,13.899999999999999,1029.2,12.399999999999999,78,71,Close
20-January-2021,11:28:44,13.899999999999999,1057.6,13.899999999999999,80,72,Close
20-January-2021,11:28:45,14.899999999999999,1025.9,13.0,76,70,Close
20-January-2021,11:28:46,5.699999999999999,1073.5,12.399999999999999,71,70,Close
20-January-2021,11:28:47,7.200000000000003,1072.7,12.799999999999997,99,72,Close
20-January-2021,11:28:47,7.200000000000003,1072.7,12.799999999999997,99,72,Close
20-January-2021,11:28:49,9.700000000000003,1097.5,14.700000000000003,99,73,Close
20-January-2021,11:28:50,9.700000000000003,1097.5,14.700000000000003,99,73,Close
20-January-2021,11:28:50,11.5,1023.4,10.0,72,78,Close
20-January-2021,11:28:52,6.0,1060.6,12.399999999999999,93,70,Close
20-January-2021,11:28:53,11.899999999999999,1010.9,10.299999999999997,95,77,Close
20-January-2021,11:28:53,14.899999999999999,1001.9,14.200000000000003,65,72,Close
20-January-2021,11:28:55,9.700000000000003,1051.4,10.100000000000001,66,75,Close
20-January-2021,11:28:55,7.899999999999999,1023.7,11.200000000000003,87,76,Close
20-January-2021,11:28:56,7.100000000000001,1066.2,13.200000000000003,66,70,Close
20-January-2021,11:28:58,13.0,1041.9,13.799999999999997,99,79,Close
20-January-2021,11:28:59,11.0,1050.9,10.600000000000001,71,75,Close
20-January-2021,11:29:0,10.799999999999997,1054.5,12.299999999999997,96,75,Close
20-January-2021,11:29:1,12.899999999999999,1025.1,13.100000000000001,61,76,Close
20-January-2021,11:29:2,6.899999999999999,1048.1,14.899999999999999,87,74,Close
20-January-2021,11:29:2,12.299999999999997,1041.1,13.399999999999999,73,70,Close
20-January-2021,11:29:3,9.799999999999997,1063.1,11.600000000000001,84,73,Close
20-January-2021,11:29:5,5.0,1088.9,12.100000000000001,65,73,Close
20-January-2021,11:29:6,12.700000000000003,1052.2,10.299999999999997,85,77,Close
20-January-2021,11:29:7,13.0,1079.4,13.700000000000003,87,75,Close
20-January-2021,11:29:8,11.5,1053.4,14.5,65,78,Close
20-January-2021,11:29:9,8.0,1099.0,14.100000000000001,81,77,Close
20-January-2021,11:29:10,8.0,1099.0,14.100000000000001,81,77,Close
20-January-2021,11:29:11,8.200000000000003,1020.0,14.600000000000001,70,72,Close
20-January-2021,11:29:12,7.200000000000003,1087.9,10.100000000000001,98,71,Close
20-January-2021,11:29:13,11.700000000000003,1028.8,13.299999999999997,69,71,Close
20-January-2021,11:29:14,5.100000000000001,1044.1,13.899999999999999,84,73,Close
20-January-2021,11:29:15,9.5,1095.5,12.200000000000003,73,74,Close
20-January-2021,11:29:16,8.0,1095.4,10.700000000000003,99,72,Close
20-January-2021,11:29:17,8.899999999999999,1066.4,11.899999999999999,99,77,Close
20-January-2021,11:29:18,12.0,1045.1,12.5,76,78,Close
20-January-2021,11:29:19,12.899999999999999,1090.6,12.399999999999999,61,74,Close
20-January-2021,11:29:20,7.100000000000001,1083.7,12.200000000000003,71,74,Close
20-January-2021,11:29:21,9.5,1053.3,13.799999999999997,82,73,Close
20-January-2021,11:29:22,9.5,1053.3,13.799999999999997,82,73,Close
20-January-2021,11:29:23,11.899999999999999,1099.1,14.600000000000001,99,77,Close
20-January-2021,11:29:24,8.799999999999997,1051.6,13.700000000000003,99,71,Close
20-January-2021,11:29:25,12.299999999999997,1001.2,10.100000000000001,65,78,Close
20-January-2021,11:29:26,12.299999999999997,1001.2,10.100000000000001,65,78,Close
20-January-2021,11:29:27,13.700000000000003,1016.5,13.5,90,75,Close
20-January-2021,11:29:28,7.899999999999999,1090.5,11.700000000000003,89,71,Close
20-January-2021,11:29:29,14.799999999999997,1050.6,12.700000000000003,70,73,Close
20-January-2021,11:29:30,6.399999999999999,1041.2,14.200000000000003,77,70,Close
20-January-2021,11:29:31,13.799999999999997,1063.5,14.0,97,76,Close
20-January-2021,11:29:32,11.899999999999999,1043.2,10.200000000000003,78,71,Close
20-January-2021,11:29:33,11.899999999999999,1047.4,14.700000000000003,82,73,Close
20-January-2021,11:29:34,7.700000000000003,1027.6,14.200000000000003,97,72,Close
20-January-2021,11:29:35,11.100000000000001,1091.5,12.799999999999997,90,75,Close
20-January-2021,11:29:36,13.5,1077.7,11.299999999999997,91,73,Close
20-January-2021,11:29:37,14.5,1006.7,14.100000000000001,62,77,Close
20-January-2021,11:29:38,5.300000000000001,1066.2,14.200000000000003,61,71,Close
20-January-2021,11:29:39,11.0,1097.5,12.299999999999997,73,79,Close
20-January-2021,11:29:40,13.100000000000001,1088.8,11.200000000000003,75,71,Close
20-January-2021,11:29:41,5.199999999999999,1066.8,12.799999999999997,93,73,Close
20-January-2021,11:29:42,5.199999999999999,1066.8,12.799999999999997,93,73,Close
20-January-2021,11:29:43,12.399999999999999,1013.8,10.399999999999999,80,73,Close
20-January-2021,11:29:44,14.100000000000001,1072.3,11.299999999999997,95,72,Close
20-January-2021,11:29:45,8.899999999999999,1070.1,12.100000000000001,66,78,Close
20-January-2021,11:29:46,10.600000000000001,1035.5,13.299999999999997,91,76,Close
20-January-2021,11:29:47,12.0,1029.9,14.200000000000003,86,73,Close
20-January-2021,11:29:48,6.0,1072.5,11.5,93,71,Close
20-January-2021,11:29:49,6.899999999999999,1009.1,10.0,90,75,Close
20-January-2021,11:29:50,11.700000000000003,1041.7,13.299999999999997,67,72,Close
20-January-2021,11:29:51,5.899999999999999,1075.6,13.299999999999997,89,70,Close
20-January-2021,11:29:52,14.899999999999999,1093.2,12.399999999999999,77,72,Close
20-January-2021,11:29:53,6.399999999999999,1061.2,11.5,78,73,Close
20-January-2021,11:29:54,11.600000000000001,1064.7,10.299999999999997,66,77,Close
20-January-2021,11:29:55,12.100000000000001,1027.4,13.100000000000001,84,72,Close
20-January-2021,11:29:56,11.5,1052.3,13.700000000000003,74,70,Close
20-January-2021,11:29:57,5.699999999999999,1017.8,11.5,98,72,Close
20-January-2021,11:29:58,11.600000000000001,1035.6,12.899999999999999,79,77,Close
20-January-2021,11:29:59,7.899999999999999,1081.5,12.5,67,72,Close
20-January-2021,11:30:0,7.899999999999999,1081.5,12.5,67,72,Close
20-January-2021,11:30:1,13.0,1060.7,14.399999999999999,62,73,Close
20-January-2021,11:30:2,7.0,1004.0,12.799999999999997,96,79,Close
20-January-2021,11:30:3,9.200000000000003,1020.8,10.700000000000003,82,70,Close
20-January-2021,11:30:4,12.899999999999999,1024.8,14.0,96,78,Close
20-January-2021,11:30:5,9.799999999999997,1097.8,11.299999999999997,72,73,Close
20-January-2021,11:30:6,5.800000000000001,1034.5,13.600000000000001,85,72,Close
20-January-2021,11:30:7,8.299999999999997,1034.2,14.600000000000001,96,76,Close
20-January-2021,11:30:8,11.799999999999997,1001.3,14.600000000000001,90,74,Close
20-January-2021,11:30:9,11.399999999999999,1019.3,13.799999999999997,85,78,Close
20-January-2021,11:30:10,14.799999999999997,1075.8,13.100000000000001,96,70,Close
20-January-2021,11:30:11,6.600000000000001,1031.6,12.0,79,74,Close
20-January-2021,11:30:12,11.399999999999999,1064.1,12.100000000000001,93,70,Close
20-January-2021,11:30:13,8.200000000000003,1085.6,13.700000000000003,66,71,Close
20-January-2021,11:30:14,8.5,1090.7,11.100000000000001,71,79,Close
20-January-2021,11:30:15,9.0,1035.2,13.200000000000003,99,70,Close
20-January-2021,11:30:16,11.5,1047.9,12.299999999999997,79,71,Close
20-January-2021,11:30:17,10.600000000000001,1056.4,14.100000000000001,87,79,Close
20-January-2021,11:30:18,12.0,1065.1,12.399999999999999,85,79,Close
20-January-2021,11:30:19,12.0,1065.1,12.399999999999999,85,79,Close
20-January-2021,11:30:20,14.700000000000003,1043.5,14.200000000000003,61,74,Close
20-January-2021,11:30:21,9.399999999999999,1021.9,10.600000000000001,64,72,Close
20-January-2021,11:30:22,9.600000000000001,1061.4,10.399999999999999,83,76,Close
20-January-2021,11:30:23,9.200000000000003,1099.9,11.200000000000003,93,71,Close
20-January-2021,11:30:24,6.399999999999999,1050.6,14.700000000000003,89,73,Close
20-January-2021,11:30:25,10.0,1068.5,11.700000000000003,96,77,Close
20-January-2021,11:30:26,13.5,1013.7,13.0,87,78,Close
20-January-2021,11:30:27,8.700000000000003,1057.5,12.799999999999997,63,72,Close
20-January-2021,11:30:28,9.399999999999999,1097.4,14.200000000000003,89,72,Close
20-January-2021,11:30:29,8.5,1001.5,11.399999999999999,85,71,Close
20-January-2021,11:30:30,9.700000000000003,1081.4,13.799999999999997,67,76,Close
20-January-2021,11:30:31,13.5,1000.7,14.0,78,79,Close
20-January-2021,11:30:32,12.200000000000003,1068.0,10.299999999999997,84,77,Close
20-January-2021,11:30:33,10.399999999999999,1080.5,11.0,74,79,Close
20-January-2021,11:30:34,12.799999999999997,1013.1,13.700000000000003,70,70,Close
20-January-2021,11:30:35,6.899999999999999,1020.7,11.399999999999999,95,75,Close
20-January-2021,11:30:36,10.200000000000003,1074.7,13.799999999999997,78,76,Close
20-January-2021,11:30:37,10.200000000000003,1074.7,13.799999999999997,78,76,Close
20-January-2021,11:30:38,9.700000000000003,1046.1,12.600000000000001,99,74,Close
20-January-2021,11:30:39,13.799999999999997,1026.5,12.799999999999997,96,71,Close
20-January-2021,11:30:40,13.5,1065.1,10.899999999999999,82,76,Close
20-January-2021,11:30:41,12.200000000000003,1082.0,14.799999999999997,79,79,Close
20-January-2021,11:30:42,14.5,1071.3,14.899999999999999,98,72,Close
20-January-2021,11:30:43,5.600000000000001,1027.5,13.700000000000003,99,72,Close
20-January-2021,11:30:44,11.399999999999999,1028.4,12.5,93,74,Close
20-January-2021,11:30:45,12.799999999999997,1031.0,10.0,72,70,Close
20-January-2021,11:30:46,10.5,1040.6,13.100000000000001,99,73,Close
20-January-2021,11:30:47,6.399999999999999,1030.6,12.100000000000001,97,77,Close
20-January-2021,11:30:48,9.200000000000003,1076.4,11.100000000000001,72,74,Close
20-January-2021,11:30:49,10.799999999999997,1021.6,10.899999999999999,89,71,Close
20-January-2021,11:30:50,13.600000000000001,1011.5,14.899999999999999,76,77,Close
20-January-2021,11:30:51,8.299999999999997,1067.5,14.899999999999999,81,73,Close
20-January-2021,11:30:52,7.799999999999997,1058.9,12.299999999999997,83,74,Close
20-January-2021,11:30:53,13.299999999999997,1081.6,14.600000000000001,64,73,Close
20-January-2021,11:30:54,8.299999999999997,1061.7,10.600000000000001,89,78,Close
20-January-2021,11:30:55,8.299999999999997,1061.7,10.600000000000001,89,78,Close
20-January-2021,11:30:56,7.600000000000001,1084.0,11.100000000000001,60,70,Close
20-January-2021,11:30:57,14.399999999999999,1030.2,14.399999999999999,84,75,Close
20-January-2021,11:30:58,13.0,1074.3,10.5,74,75,Close
20-January-2021,11:30:59,13.0,1060.6,14.0,63,77,Close
20-January-2021,11:31:0,10.5,1058.0,13.799999999999997,98,74,Close
20-January-2021,11:31:1,13.600000000000001,1043.1,10.899999999999999,93,73,Close
20-January-2021,11:31:2,5.800000000000001,1087.6,10.0,84,71,Close
20-January-2021,11:31:3,10.200000000000003,1070.9,14.399999999999999,74,77,Close
20-January-2021,11:31:4,6.0,1039.4,11.899999999999999,72,72,Close
20-January-2021,11:31:5,10.5,1013.4,10.399999999999999,85,74,Close
20-January-2021,11:31:6,13.600000000000001,1044.8,10.200000000000003,93,75,Close
20-January-2021,11:31:7,10.700000000000003,1085.1,12.299999999999997,68,72,Close
20-January-2021,11:31:8,8.100000000000001,1065.0,11.5,79,76,Close
20-January-2021,11:31:9,12.5,1034.4,10.700000000000003,88,75,Close
20-January-2021,11:31:10,10.200000000000003,1069.3,11.0,69,70,Close
20-January-2021,11:31:11,12.0,1002.8,10.299999999999997,88,74,Close
20-January-2021,11:31:12,6.100000000000001,1030.2,11.899999999999999,81,74,Close
20-January-2021,11:31:13,13.299999999999997,1005.5,10.399999999999999,99,73,Close
20-January-2021,11:31:14,10.200000000000003,1052.6,12.899999999999999,71,74,Close
20-January-2021,11:31:15,10.200000000000003,1052.6,12.899999999999999,71,74,Close
20-January-2021,11:31:16,14.899999999999999,1095.7,13.299999999999997,92,77,Close
20-January-2021,11:31:17,6.199999999999999,1002.2,14.700000000000003,64,72,Close
20-January-2021,11:31:18,12.399999999999999,1014.7,11.200000000000003,93,77,Close
20-January-2021,11:31:19,5.699999999999999,1051.0,14.0,68,71,Close
20-January-2021,11:31:20,8.0,1045.2,12.0,72,74,Close
20-January-2021,11:31:21,14.5,1027.5,10.100000000000001,97,78,Close
20-January-2021,11:31:22,11.700000000000003,1071.1,14.799999999999997,64,79,Close
20-January-2021,11:31:23,5.600000000000001,1089.0,14.200000000000003,75,72,Close
20-January-2021,11:31:24,12.799999999999997,1044.7,14.700000000000003,86,77,Close
20-January-2021,11:31:26,7.0,1070.1,11.299999999999997,90,75,Close
20-January-2021,11:31:27,12.100000000000001,1091.7,14.399999999999999,86,77,Close
20-January-2021,11:31:28,5.199999999999999,1097.7,10.299999999999997,92,72,Close
20-January-2021,11:31:29,13.0,1095.1,13.399999999999999,66,75,Close
20-January-2021,11:31:30,11.0,1004.1,10.5,60,77,Close
20-January-2021,11:31:31,14.5,1097.6,12.100000000000001,87,77,Close
20-January-2021,11:31:32,13.399999999999999,1012.9,12.299999999999997,92,70,Close
20-January-2021,11:31:33,5.5,1036.7,14.0,93,77,Close
20-January-2021,11:31:34,8.700000000000003,1069.6,14.600000000000001,75,77,Close
20-January-2021,11:31:35,14.799999999999997,1076.2,11.200000000000003,67,71,Close
20-January-2021,11:31:36,14.799999999999997,1076.2,11.200000000000003,67,71,Close
20-January-2021,11:31:37,11.700000000000003,1041.1,14.299999999999997,67,71,Close
20-January-2021,11:31:38,10.899999999999999,1073.7,11.200000000000003,62,77,Close
20-January-2021,11:31:39,8.600000000000001,1023.2,12.299999999999997,63,75,Close
20-January-2021,11:31:40,8.799999999999997,1037.9,10.799999999999997,80,75,Close
20-January-2021,11:31:41,14.399999999999999,1062.5,14.5,99,70,Close
20-January-2021,11:31:42,7.0,1040.9,14.100000000000001,79,77,Close
20-January-2021,11:31:43,12.100000000000001,1043.0,14.0,60,77,Close
20-January-2021,11:31:44,6.199999999999999,1083.7,14.100000000000001,86,77,Close
20-January-2021,11:31:45,8.700000000000003,1081.1,14.5,75,77,Close
20-January-2021,11:31:46,10.600000000000001,1051.5,12.899999999999999,95,75,Close
20-January-2021,11:31:47,9.0,1053.2,13.700000000000003,93,73,Close
20-January-2021,11:31:48,5.699999999999999,1074.7,11.299999999999997,72,75,Close
20-January-2021,11:31:49,5.699999999999999,1074.7,11.299999999999997,72,75,Close
20-January-2021,11:31:50,11.100000000000001,1015.1,14.399999999999999,97,70,Close
20-January-2021,11:31:51,13.399999999999999,1066.7,12.600000000000001,75,70,Close
20-January-2021,11:31:52,13.399999999999999,1066.7,12.600000000000001,75,70,Close
20-January-2021,11:31:53,9.100000000000001,1065.8,13.100000000000001,60,71,Close
20-January-2021,11:31:54,8.399999999999999,1069.9,11.600000000000001,88,79,Close
20-January-2021,11:31:55,6.199999999999999,1053.7,14.799999999999997,90,77,Close
20-January-2021,11:31:56,7.399999999999999,1051.0,11.5,66,79,Close
20-January-2021,11:31:57,12.899999999999999,1000.8,12.799999999999997,70,73,Close
20-January-2021,11:31:58,11.899999999999999,1076.5,10.200000000000003,76,71,Close
20-January-2021,11:32:0,13.700000000000003,1035.0,11.200000000000003,77,72,Close
20-January-2021,11:32:1,6.199999999999999,1087.1,12.5,86,76,Close
20-January-2021,11:32:2,7.899999999999999,1041.2,13.0,88,72,Close
20-January-2021,11:32:3,8.399999999999999,1077.2,12.700000000000003,74,71,Close
20-January-2021,11:32:5,8.700000000000003,1069.1,11.299999999999997,89,71,Close
20-January-2021,11:32:6,14.100000000000001,1026.8,14.200000000000003,65,72,Close
20-January-2021,11:32:7,6.899999999999999,1016.4,10.799999999999997,95,77,Close
20-January-2021,11:32:8,13.899999999999999,1045.8,11.799999999999997,95,77,Close
20-January-2021,11:32:9,13.899999999999999,1045.8,11.799999999999997,95,77,Close
20-January-2021,11:32:10,11.200000000000003,1075.2,11.799999999999997,82,71,Close
20-January-2021,11:32:11,11.399999999999999,1000.6,13.399999999999999,93,73,Close
20-January-2021,11:32:13,11.899999999999999,1000.9,12.399999999999999,92,76,Close
20-January-2021,11:32:14,6.199999999999999,1045.6,11.299999999999997,97,79,Close
