Date(DD-MM-YY), Time(24-hour clock),Chamber air temperature (°C),Chamber pressure(mBar), Soil temperature (°C), Chamber relative humidity (%),Soil moisture (%), Chamber Status(Open/Closed)
06-January-2021,9:18:53,12.700000000000003,100.7,13.600000000000001,93,76,Close
06-January-2021,9:18:54,12.700000000000003,100.7,13.600000000000001,93,76,Close
06-January-2021,9:18:55,8.799999999999997,108.7,11.600000000000001,89,76,Close
06-January-2021,9:18:56,8.799999999999997,108.7,11.600000000000001,89,76,Close
06-January-2021,9:18:57,8.799999999999997,103.7,12.0,77,78,Close
06-January-2021,9:18:58,14.399999999999999,104.9,13.600000000000001,61,72,Close
06-January-2021,9:18:59,14.399999999999999,104.9,13.600000000000001,61,72,Close
06-January-2021,9:19:1,5.899999999999999,109.8,11.799999999999997,66,73,Close
06-January-2021,9:19:2,8.0,107.9,11.600000000000001,79,78,Close
06-January-2021,9:19:3,6.199999999999999,103.7,11.899999999999999,96,78,Close
06-January-2021,9:19:4,6.199999999999999,103.7,11.899999999999999,96,78,Close
06-January-2021,9:19:5,5.600000000000001,100.3,11.700000000000003,72,70,Close
06-January-2021,9:19:6,5.600000000000001,100.3,11.700000000000003,72,70,Close
06-January-2021,9:19:8,5.199999999999999,108.3,10.5,62,70,Close
06-January-2021,9:19:9,5.199999999999999,108.3,10.5,62,70,Close
06-January-2021,9:19:10,6.300000000000001,100.7,10.700000000000003,79,70,Close
06-January-2021,9:19:11,10.899999999999999,108.7,13.600000000000001,68,77,Close
06-January-2021,9:19:12,13.899999999999999,104.6,11.0,88,72,Close
06-January-2021,9:19:13,13.899999999999999,104.6,11.0,88,72,Close
06-January-2021,9:19:14,14.200000000000003,103.0,10.700000000000003,62,71,Close
06-January-2021,9:19:15,14.200000000000003,103.0,10.700000000000003,62,71,Close
06-January-2021,9:19:17,11.899999999999999,109.7,12.100000000000001,80,71,Close
06-January-2021,9:19:18,11.899999999999999,109.7,12.100000000000001,80,71,Close
06-January-2021,9:19:19,9.200000000000003,102.5,14.899999999999999,88,72,Close
06-January-2021,9:19:20,12.799999999999997,100.6,11.100000000000001,73,72,Close
06-January-2021,9:19:21,14.799999999999997,102.5,14.200000000000003,89,70,Close
06-January-2021,9:19:22,14.799999999999997,102.5,14.200000000000003,89,70,Close
06-January-2021,9:19:23,9.299999999999997,106.2,11.299999999999997,65,76,Close
06-January-2021,9:19:24,9.299999999999997,106.2,11.299999999999997,65,76,Close
06-January-2021,9:19:25,12.5,101.7,14.200000000000003,93,71,Close
06-January-2021,9:19:26,12.5,101.7,14.200000000000003,93,71,Close
06-January-2021,9:19:27,7.399999999999999,108.2,13.5,74,78,Close
06-January-2021,9:19:29,7.399999999999999,108.2,13.5,74,78,Close
06-January-2021,9:19:30,8.399999999999999,109.9,11.100000000000001,85,74,Close
06-January-2021,9:19:31,9.100000000000001,102.0,13.899999999999999,95,74,Close
06-January-2021,9:19:32,9.100000000000001,102.0,13.899999999999999,95,74,Close
06-January-2021,9:19:33,10.700000000000003,106.6,10.0,91,74,Close
06-January-2021,9:19:34,10.700000000000003,106.6,10.0,91,74,Close
06-January-2021,9:19:35,10.0,104.0,12.299999999999997,92,79,Close
06-January-2021,9:19:36,10.0,104.0,12.299999999999997,92,79,Close
06-January-2021,9:19:37,7.299999999999997,103.9,10.700000000000003,79,75,Close
06-January-2021,9:19:38,13.399999999999999,105.9,14.0,73,78,Close
06-January-2021,9:19:39,13.399999999999999,105.9,14.0,73,78,Close
06-January-2021,9:19:40,9.299999999999997,105.0,10.799999999999997,91,79,Close
06-January-2021,9:19:41,9.200000000000003,109.5,14.700000000000003,62,71,Close
06-January-2021,9:19:43,9.200000000000003,109.5,14.700000000000003,62,71,Close
06-January-2021,9:19:44,12.700000000000003,109.7,10.100000000000001,95,76,Close
06-January-2021,9:19:45,5.600000000000001,101.6,10.299999999999997,91,72,Close
06-January-2021,9:19:46,5.600000000000001,101.6,10.299999999999997,91,72,Close
06-January-2021,9:19:48,10.399999999999999,106.3,11.899999999999999,79,76,Close
06-January-2021,9:19:48,6.300000000000001,102.7,14.399999999999999,81,75,Close
06-January-2021,9:19:50,6.300000000000001,102.7,14.399999999999999,81,75,Close
06-January-2021,9:19:51,14.5,108.3,14.0,76,70,Close
06-January-2021,9:19:52,14.5,108.3,14.0,76,70,Close
06-January-2021,9:19:52,10.100000000000001,104.8,11.399999999999999,60,74,Close
06-January-2021,9:19:53,10.100000000000001,104.8,11.399999999999999,60,74,Close
06-January-2021,9:19:54,9.100000000000001,107.7,13.0,90,72,Close
06-January-2021,9:19:56,9.100000000000001,107.7,13.0,90,72,Close
06-January-2021,9:19:57,6.0,109.0,10.799999999999997,76,72,Close
06-January-2021,9:19:58,6.699999999999999,105.8,12.200000000000003,74,77,Close
06-January-2021,9:19:59,6.699999999999999,105.8,12.200000000000003,74,77,Close
06-January-2021,9:20:1,9.200000000000003,101.5,10.899999999999999,80,79,Close
06-January-2021,9:20:2,8.399999999999999,100.1,12.799999999999997,76,75,Close
06-January-2021,9:20:3,8.399999999999999,100.1,12.799999999999997,76,75,Close
06-January-2021,9:20:4,9.899999999999999,100.5,12.399999999999999,83,75,Close
06-January-2021,9:20:5,7.0,107.7,10.600000000000001,68,73,Close
06-January-2021,9:20:6,7.0,107.7,10.600000000000001,68,73,Close
06-January-2021,9:20:7,12.899999999999999,105.4,13.0,62,73,Close
06-January-2021,9:20:8,8.200000000000003,107.0,13.700000000000003,86,75,Close
06-January-2021,9:20:9,8.200000000000003,107.0,13.700000000000003,86,75,Close
06-January-2021,9:20:10,11.0,107.2,12.700000000000003,71,71,Close
06-January-2021,9:20:12,11.0,107.2,12.700000000000003,71,71,Close
06-January-2021,9:20:13,5.800000000000001,102.8,14.899999999999999,69,72,Close
06-January-2021,9:20:14,12.0,108.8,10.700000000000003,70,76,Close
06-January-2021,9:20:15,12.0,108.8,10.700000000000003,70,76,Close
06-January-2021,9:20:17,9.600000000000001,109.6,13.200000000000003,83,78,Close
06-January-2021,9:20:18,11.399999999999999,105.7,12.799999999999997,81,71,Close
06-January-2021,9:20:19,11.399999999999999,105.7,12.799999999999997,81,71,Close
06-January-2021,9:20:20,9.600000000000001,107.9,11.0,77,79,Close
06-January-2021,9:20:21,8.399999999999999,102.0,13.700000000000003,93,78,Close
06-January-2021,9:20:22,8.399999999999999,102.0,13.700000000000003,93,78,Close
06-January-2021,9:20:23,14.100000000000001,104.3,13.0,60,74,Close
06-January-2021,9:20:24,14.100000000000001,104.3,13.0,60,74,Close
06-January-2021,9:20:25,7.899999999999999,106.5,12.600000000000001,69,76,Close
06-January-2021,9:20:26,14.200000000000003,104.4,11.600000000000001,81,78,Close
06-January-2021,9:20:27,14.200000000000003,104.4,11.600000000000001,81,78,Close
06-January-2021,9:20:29,10.399999999999999,106.9,13.0,60,75,Close
06-January-2021,9:20:29,10.399999999999999,106.9,13.0,60,75,Close
06-January-2021,9:20:30,6.5,102.7,10.399999999999999,90,74,Close
06-January-2021,9:20:32,6.5,102.7,10.399999999999999,90,74,Close
06-January-2021,9:20:33,10.200000000000003,105.4,10.899999999999999,97,76,Close
06-January-2021,9:20:34,6.300000000000001,109.9,12.0,68,73,Close
06-January-2021,9:20:36,7.799999999999997,106.5,10.799999999999997,99,70,Close
06-January-2021,9:20:37,7.799999999999997,106.5,10.799999999999997,99,70,Close
06-January-2021,9:20:38,10.299999999999997,109.0,10.600000000000001,76,70,Close
06-January-2021,9:20:39,10.299999999999997,109.0,10.600000000000001,76,70,Close
06-January-2021,9:20:40,8.399999999999999,106.8,11.899999999999999,99,79,Close
06-January-2021,9:20:41,8.399999999999999,106.8,11.899999999999999,99,79,Close
06-January-2021,9:20:42,7.5,107.3,13.700000000000003,88,70,Close
06-January-2021,9:20:44,9.600000000000001,102.1,10.100000000000001,67,71,Close
06-January-2021,9:20:45,11.0,101.0,13.299999999999997,61,75,Close
06-January-2021,9:20:46,11.0,101.0,13.299999999999997,61,75,Close
06-January-2021,9:20:47,5.600000000000001,105.9,10.799999999999997,89,76,Close
06-January-2021,9:20:48,5.600000000000001,105.9,10.799999999999997,89,76,Close
06-January-2021,9:20:49,11.799999999999997,103.3,12.5,70,73,Close
06-January-2021,9:20:50,11.799999999999997,103.3,12.5,70,73,Close
06-January-2021,9:20:51,9.899999999999999,100.7,12.600000000000001,87,79,Close
06-January-2021,9:20:52,7.799999999999997,107.9,11.5,84,79,Close
06-January-2021,9:20:53,7.799999999999997,107.9,11.5,84,79,Close
06-January-2021,9:20:54,5.699999999999999,107.4,11.299999999999997,64,76,Close
06-January-2021,9:20:55,5.699999999999999,107.4,11.299999999999997,64,76,Close
06-January-2021,9:20:56,5.5,104.0,13.600000000000001,77,76,Close
06-January-2021,9:20:57,8.100000000000001,108.6,12.299999999999997,91,75,Close
06-January-2021,9:20:59,8.100000000000001,108.6,12.299999999999997,91,75,Close
06-January-2021,9:20:59,9.200000000000003,100.2,10.700000000000003,95,74,Close
06-January-2021,9:21:0,9.200000000000003,100.2,10.700000000000003,95,74,Close
06-January-2021,9:21:1,5.5,105.0,10.600000000000001,88,76,Close
06-January-2021,9:21:2,5.5,105.0,10.600000000000001,88,76,Close
06-January-2021,9:21:3,11.200000000000003,107.3,11.799999999999997,74,74,Close
06-January-2021,9:21:4,8.299999999999997,108.1,10.299999999999997,86,71,Close
06-January-2021,9:21:6,8.299999999999997,108.1,10.299999999999997,86,71,Close
06-January-2021,9:21:7,7.899999999999999,105.5,11.899999999999999,99,72,Close
06-January-2021,9:21:8,7.899999999999999,105.5,11.899999999999999,99,72,Close
06-January-2021,9:21:9,11.100000000000001,101.2,14.0,84,73,Close
06-January-2021,9:21:10,11.100000000000001,101.2,14.0,84,73,Close
06-January-2021,9:21:11,10.299999999999997,103.9,13.5,91,73,Close
06-January-2021,9:21:12,14.799999999999997,108.1,14.100000000000001,94,78,Close
06-January-2021,9:21:13,5.800000000000001,101.8,10.399999999999999,73,70,Close
06-January-2021,9:21:14,5.800000000000001,101.8,10.399999999999999,73,70,Close
06-January-2021,9:21:15,12.899999999999999,103.5,12.299999999999997,75,78,Close
06-January-2021,9:21:17,12.899999999999999,103.5,12.299999999999997,75,78,Close
06-January-2021,9:21:18,9.0,101.4,11.799999999999997,91,79,Close
06-January-2021,9:21:19,9.0,101.4,11.799999999999997,91,79,Close
06-January-2021,9:21:21,10.399999999999999,109.4,12.700000000000003,93,72,Close
06-January-2021,9:21:22,10.200000000000003,104.8,12.399999999999999,95,72,Close
06-January-2021,9:21:23,10.600000000000001,103.7,11.299999999999997,69,77,Close
06-January-2021,9:21:25,14.799999999999997,106.9,13.700000000000003,74,71,Close
06-January-2021,9:21:26,14.799999999999997,106.9,13.700000000000003,74,71,Close
06-January-2021,9:21:26,5.399999999999999,107.4,12.799999999999997,89,75,Close
06-January-2021,9:21:28,5.399999999999999,107.4,12.799999999999997,89,75,Close
06-January-2021,9:21:29,10.0,107.7,12.100000000000001,61,79,Close
06-January-2021,9:21:30,10.0,107.7,12.100000000000001,61,79,Close
06-January-2021,9:21:31,6.399999999999999,100.0,11.399999999999999,60,73,Close
06-January-2021,9:21:32,9.700000000000003,109.5,11.899999999999999,80,78,Close
06-January-2021,9:21:34,11.5,109.4,13.5,74,78,Close
06-January-2021,9:21:35,11.5,109.4,13.5,74,78,Close
06-January-2021,9:21:35,9.799999999999997,101.6,13.899999999999999,72,75,Close
06-January-2021,9:21:37,9.799999999999997,101.6,13.899999999999999,72,75,Close
06-January-2021,9:21:38,7.299999999999997,105.1,11.299999999999997,64,72,Close
06-January-2021,9:21:39,14.299999999999997,102.4,11.600000000000001,79,79,Close
06-January-2021,9:21:41,14.299999999999997,102.4,11.600000000000001,79,79,Close
06-January-2021,9:21:42,12.0,109.2,14.5,69,75,Close
06-January-2021,9:21:43,14.0,109.4,11.100000000000001,91,78,Close
06-January-2021,9:21:45,11.100000000000001,101.3,11.600000000000001,95,76,Close
06-January-2021,9:21:46,11.100000000000001,101.3,11.600000000000001,95,76,Close
06-January-2021,9:21:47,6.399999999999999,107.5,10.700000000000003,81,76,Close
06-January-2021,9:21:48,6.399999999999999,107.5,10.700000000000003,81,76,Close
06-January-2021,9:21:49,7.200000000000003,103.9,11.299999999999997,67,78,Close
06-January-2021,9:21:50,10.299999999999997,102.8,12.5,61,71,Close
06-January-2021,9:21:51,10.299999999999997,102.8,12.5,61,71,Close
06-January-2021,9:21:52,14.100000000000001,108.3,10.799999999999997,91,78,Close
06-January-2021,9:21:54,11.600000000000001,102.3,12.899999999999999,90,78,Close
06-January-2021,9:21:55,6.199999999999999,103.6,14.399999999999999,96,72,Close
06-January-2021,9:21:57,6.199999999999999,103.6,14.399999999999999,96,72,Close
06-January-2021,9:21:58,8.399999999999999,101.3,11.899999999999999,67,77,Close
06-January-2021,9:21:59,10.600000000000001,102.6,13.200000000000003,62,72,Close
06-January-2021,9:22:0,10.600000000000001,102.6,13.200000000000003,62,72,Close
06-January-2021,9:22:1,14.100000000000001,109.6,13.0,84,72,Close
06-January-2021,9:22:2,11.700000000000003,101.7,12.100000000000001,76,72,Close
06-January-2021,9:22:4,11.700000000000003,101.7,12.100000000000001,76,72,Close
06-January-2021,9:22:4,8.0,109.3,14.5,73,75,Close
06-January-2021,9:22:6,8.0,109.3,14.5,73,75,Close
06-January-2021,9:22:7,6.300000000000001,106.7,12.100000000000001,82,79,Close
06-January-2021,9:22:8,6.300000000000001,106.7,12.100000000000001,82,79,Close
06-January-2021,9:22:9,11.200000000000003,101.9,13.0,80,77,Close
06-January-2021,9:22:10,12.200000000000003,108.5,11.100000000000001,68,73,Close
06-January-2021,9:22:11,12.200000000000003,108.5,11.100000000000001,68,73,Close
06-January-2021,9:22:12,14.100000000000001,108.5,11.799999999999997,65,73,Close
06-January-2021,9:22:13,14.100000000000001,108.5,11.799999999999997,65,73,Close
06-January-2021,9:22:14,13.200000000000003,107.2,11.299999999999997,66,70,Close
06-January-2021,9:22:15,13.200000000000003,107.2,11.299999999999997,66,70,Close
06-January-2021,9:22:17,14.799999999999997,108.3,12.399999999999999,71,71,Close
06-January-2021,9:22:18,11.600000000000001,109.7,13.600000000000001,76,74,Close
06-January-2021,9:22:19,9.100000000000001,100.7,10.100000000000001,89,79,Close
06-January-2021,9:22:21,12.899999999999999,108.1,14.399999999999999,90,71,Close
06-January-2021,9:22:21,12.899999999999999,108.1,14.399999999999999,90,71,Close
06-January-2021,9:22:23,8.399999999999999,104.2,14.100000000000001,69,79,Close
06-January-2021,9:22:24,8.399999999999999,104.2,14.100000000000001,69,79,Close
06-January-2021,9:22:24,11.899999999999999,105.5,10.200000000000003,67,76,Close
06-January-2021,9:22:25,11.899999999999999,105.5,10.200000000000003,67,76,Close
06-January-2021,9:22:26,12.299999999999997,100.0,10.5,72,79,Close
06-January-2021,9:22:28,12.299999999999997,100.0,10.5,72,79,Close
06-January-2021,9:22:29,11.100000000000001,103.4,10.600000000000001,62,79,Close
06-January-2021,9:22:30,10.899999999999999,100.2,13.700000000000003,93,74,Close
06-January-2021,9:22:31,10.899999999999999,100.2,13.700000000000003,93,74,Close
06-January-2021,9:22:32,5.5,107.0,13.399999999999999,96,70,Close
06-January-2021,9:22:32,5.5,107.0,13.399999999999999,96,70,Close
06-January-2021,9:22:33,7.0,102.6,14.0,84,77,Close
06-January-2021,9:22:34,7.0,102.6,14.0,84,77,Close
06-January-2021,9:22:35,13.200000000000003,107.6,11.899999999999999,66,73,Close
06-January-2021,9:22:37,13.200000000000003,107.6,11.899999999999999,66,73,Close
06-January-2021,9:22:38,11.799999999999997,104.2,13.200000000000003,76,79,Close
06-January-2021,9:22:39,11.799999999999997,104.2,13.200000000000003,76,79,Close
06-January-2021,9:22:40,9.600000000000001,106.0,10.600000000000001,86,71,Close
06-January-2021,9:22:41,11.200000000000003,106.3,11.700000000000003,60,75,Close
06-January-2021,9:22:42,11.200000000000003,106.3,11.700000000000003,60,75,Close
06-January-2021,9:22:42,5.899999999999999,104.4,12.799999999999997,75,76,Close
06-January-2021,9:22:43,5.899999999999999,104.4,12.799999999999997,75,76,Close
06-January-2021,9:22:45,8.299999999999997,108.0,14.100000000000001,78,74,Close
06-January-2021,9:22:47,5.300000000000001,109.6,13.399999999999999,78,78,Close
06-January-2021,9:22:48,9.899999999999999,107.9,12.5,79,73,Close
06-January-2021,9:22:50,5.100000000000001,106.1,14.700000000000003,78,77,Close
06-January-2021,9:22:51,5.100000000000001,106.1,14.700000000000003,78,77,Close
06-January-2021,9:22:52,6.800000000000001,103.9,10.700000000000003,63,70,Close
06-January-2021,9:22:53,6.800000000000001,103.9,10.700000000000003,63,70,Close
06-January-2021,9:22:54,13.799999999999997,101.5,11.700000000000003,95,71,Close
06-January-2021,9:22:56,8.600000000000001,103.6,11.200000000000003,93,71,Close
06-January-2021,9:22:56,8.600000000000001,103.6,11.200000000000003,93,71,Close
06-January-2021,9:22:58,12.799999999999997,102.3,13.299999999999997,99,71,Close
06-January-2021,9:22:59,7.700000000000003,105.9,11.799999999999997,92,78,Close
06-January-2021,9:23:0,7.700000000000003,105.9,11.799999999999997,92,78,Close
06-January-2021,9:23:1,9.700000000000003,109.1,11.799999999999997,77,77,Close
06-January-2021,9:23:3,5.0,103.5,12.399999999999999,91,73,Close
06-January-2021,9:23:4,5.0,103.5,12.399999999999999,91,73,Close
06-January-2021,9:23:5,7.600000000000001,106.3,10.799999999999997,67,78,Close
06-January-2021,9:23:6,7.600000000000001,106.3,10.799999999999997,67,78,Close
06-January-2021,9:23:7,6.800000000000001,109.5,12.100000000000001,80,72,Close
06-January-2021,9:23:8,11.100000000000001,107.6,14.899999999999999,73,71,Close
06-January-2021,9:23:9,11.100000000000001,107.6,14.899999999999999,73,71,Close
06-January-2021,9:23:10,13.200000000000003,101.9,13.200000000000003,76,75,Close
06-January-2021,9:23:11,13.200000000000003,101.9,13.200000000000003,76,75,Close
06-January-2021,9:23:12,10.399999999999999,104.2,13.600000000000001,73,73,Close
06-January-2021,9:23:12,10.399999999999999,104.2,13.600000000000001,73,73,Close
06-January-2021,9:23:13,11.700000000000003,109.8,13.399999999999999,68,76,Close
06-January-2021,9:23:15,11.700000000000003,109.8,13.399999999999999,68,76,Close
06-January-2021,9:23:16,11.799999999999997,103.3,10.700000000000003,99,73,Close
06-January-2021,9:23:17,13.700000000000003,106.1,14.0,70,79,Close
06-January-2021,9:23:18,13.700000000000003,106.1,14.0,70,79,Close
06-January-2021,9:23:19,5.199999999999999,106.3,12.0,63,73,Close
06-January-2021,9:23:21,5.699999999999999,101.1,10.899999999999999,71,75,Close
06-January-2021,9:23:23,6.0,107.8,10.5,90,74,Close
06-January-2021,9:23:24,5.199999999999999,100.0,12.5,70,77,Close
06-January-2021,9:23:26,5.199999999999999,100.0,12.5,70,77,Close
06-January-2021,9:25:28,13.100000000000001,108.7,13.100000000000001,79,74,Close
06-January-2021,9:25:30,13.399999999999999,108.4,10.799999999999997,79,75,Close
06-January-2021,9:25:31,8.100000000000001,105.5,11.899999999999999,75,78,Close
06-January-2021,9:25:33,11.700000000000003,106.4,10.399999999999999,67,71,Close
06-January-2021,9:25:34,14.799999999999997,100.5,12.200000000000003,83,77,Close
06-January-2021,9:25:36,14.799999999999997,100.5,12.200000000000003,83,77,Close
06-January-2021,9:25:37,7.399999999999999,101.1,10.700000000000003,91,72,Close
06-January-2021,9:25:39,8.100000000000001,108.0,10.600000000000001,70,71,Close
06-January-2021,9:25:40,11.200000000000003,109.8,10.899999999999999,70,79,Close
06-January-2021,9:25:41,11.200000000000003,109.8,10.899999999999999,70,79,Close
06-January-2021,9:25:43,13.399999999999999,108.1,13.899999999999999,61,72,Close
06-January-2021,9:25:44,14.5,108.7,14.899999999999999,66,73,Close
06-January-2021,9:25:45,14.5,108.7,14.899999999999999,66,73,Close
06-January-2021,9:25:47,11.299999999999997,105.1,12.399999999999999,95,72,Close
06-January-2021,9:25:48,14.299999999999997,100.8,14.200000000000003,98,71,Close
06-January-2021,9:25:50,6.600000000000001,101.2,11.0,61,75,Close
06-January-2021,9:25:51,8.5,106.0,12.700000000000003,65,74,Close
06-January-2021,9:25:52,10.0,101.4,10.600000000000001,79,77,Close
06-January-2021,9:25:54,10.0,101.4,10.600000000000001,79,77,Close
06-January-2021,9:25:55,6.0,103.5,13.0,63,70,Close
