Date(DD-MM-YY), Time(24-hour),Chamber air temperature (°C),Chamber pressure(mBar), Soil temperature (°C), Chamber relative humidity (%),Soil moisture (%), Chamber Status(Open/Closed)
13-January-2021,12:21:18,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:21:20,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:21:21,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:38,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:39,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:40,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:41,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:42,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:43,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:44,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:45,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:46,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:47,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:48,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:49,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:50,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:51,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:52,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:53,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:54,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:55,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:56,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:57,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:58,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:27:59,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:0,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:1,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:2,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:3,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:4,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:5,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:6,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:7,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:8,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:9,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:10,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:11,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:12,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:13,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:14,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:15,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:16,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:17,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:18,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:19,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:20,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:28:21,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:0,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:2,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:2,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:4,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:5,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:6,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:7,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:8,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:9,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:10,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:11,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:12,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:13,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:14,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:15,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:16,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:17,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:18,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:19,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:20,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:21,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:22,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:23,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:24,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:25,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:26,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:27,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:28,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:29,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:30,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:31,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:32,-25.0,0.0,-25.0,0,0,open
13-January-2021,12:29:33,-25.0,0.0,-25.0,0,0,open
13-January-2021,16:25:14,29.200000000000003,1011.1,25.6,41,-6,Close
13-January-2021,16:25:17,29.200000000000003,1011.1,25.6,42,-4,Close
13-January-2021,16:25:20,29.0,1011.1,25.6,42,-6,Close
13-January-2021,16:25:23,29.0,1011.1,25.6,42,-5,open
13-January-2021,16:25:26,28.9,1011.1,25.6,42,-6,open
13-January-2021,16:25:29,28.9,1011.1,25.6,42,-6,open
13-January-2021,16:25:32,28.799999999999997,1011.1,25.6,42,-4,open
